onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
88.85	0.5	0.35	9	VERTICAL-L-R-7	prf/prf_1_134.png	134
89.7	0.5	0.35	8	VERTICAL-L-R-6	prf/prf_1_135.png	135
90.55	0.5	0.35	7	VERTICAL-L-R-5	prf/prf_1_136.png	136
91.4	0.5	0.35	6	VERTICAL-L-R-4	prf/prf_1_137.png	137
92.25	0.5	0.35	5	VERTICAL-L-R-3	prf/prf_1_138.png	138
93.1	0.5	0.35	4	VERTICAL-L-R-2	prf/prf_1_139.png	139
93.95	0.5	0.35	3	VERTICAL-L-R-1	prf/prf_1_140.png	140
94.8	0.5	0.35	83	DIAGONAL-LU-RD-1	prf/prf_1_141.png	141
95.65	0.5	0.35	84	DIAGONAL-LU-RD-2	prf/prf_1_142.png	142
96.5	0.5	0.35	85	DIAGONAL-LU-RD-3	prf/prf_1_143.png	143
97.35	0.5	0.35	86	DIAGONAL-LU-RD-4	prf/prf_1_144.png	144
98.2	0.5	0.35	87	DIAGONAL-LU-RD-5	prf/prf_1_145.png	145
99.05	0.5	0.35	88	DIAGONAL-LU-RD-6	prf/prf_1_146.png	146
99.9	0.5	0.35	89	DIAGONAL-LU-RD-7	prf/prf_1_147.png	147
100.75	0.5	0.35	90	DIAGONAL-LU-RD-8	prf/prf_1_148.png	148
101.6	0.5	0.35	91	DIAGONAL-LU-RD-9	prf/prf_1_149.png	149
102.45	0.5	0.35	92	DIAGONAL-LU-RD-10	prf/prf_1_150.png	150
103.3	0.5	0.35	93	DIAGONAL-LU-RD-11	prf/prf_1_151.png	151
104.15	0.5	0.35	94	DIAGONAL-LU-RD-12	prf/prf_1_152.png	152
105	0.5	0.35	58	HORIZONTAL-U-D-28	prf/prf_1_169.png	169
105.85	0.5	0.35	57	HORIZONTAL-U-D-27	prf/prf_1_170.png	170
106.7	0.5	0.35	56	HORIZONTAL-U-D-26	prf/prf_1_171.png	171
107.55	0.5	0.35	55	HORIZONTAL-U-D-25	prf/prf_1_172.png	172
108.4	0.5	0.35	54	HORIZONTAL-U-D-24	prf/prf_1_173.png	173
109.25	0.5	0.35	53	HORIZONTAL-U-D-23	prf/prf_1_174.png	174
110.1	0.5	0.35	52	HORIZONTAL-U-D-22	prf/prf_1_175.png	175
110.95	0.5	0.35	51	HORIZONTAL-U-D-21	prf/prf_1_176.png	176
111.8	0.5	0.35	50	HORIZONTAL-U-D-20	prf/prf_1_177.png	177
112.65	0.5	0.35	49	HORIZONTAL-U-D-19	prf/prf_1_178.png	178
113.5	0.5	0.35	48	HORIZONTAL-U-D-18	prf/prf_1_179.png	179
114.35	0.5	0.35	47	HORIZONTAL-U-D-17	prf/prf_1_180.png	180
115.2	0.5	0.35	46	HORIZONTAL-U-D-16	prf/prf_1_181.png	181
116.05	0.5	0.35	45	HORIZONTAL-U-D-15	prf/prf_1_182.png	182
116.9	0.5	0.35	44	HORIZONTAL-U-D-14	prf/prf_1_183.png	183
117.75	0.5	0.35	43	HORIZONTAL-U-D-13	prf/prf_1_184.png	184
118.6	0.5	0.35	42	HORIZONTAL-U-D-12	prf/prf_1_185.png	185
119.45	0.5	0.35	41	HORIZONTAL-U-D-11	prf/prf_1_186.png	186
120.3	0.5	0.35	40	HORIZONTAL-U-D-10	prf/prf_1_187.png	187
121.15	0.5	0.35	39	HORIZONTAL-U-D-9	prf/prf_1_188.png	188
122	0.5	0.35	38	HORIZONTAL-U-D-8	prf/prf_1_189.png	189
122.85	0.5	0.35	37	HORIZONTAL-U-D-7	prf/prf_1_190.png	190
123.7	0.5	0.35	36	HORIZONTAL-U-D-6	prf/prf_1_191.png	191
124.55	0.5	0.35	35	HORIZONTAL-U-D-5	prf/prf_1_192.png	192
125.4	0.5	0.35	34	HORIZONTAL-U-D-4	prf/prf_1_193.png	193
126.25	0.5	0.35	33	HORIZONTAL-U-D-3	prf/prf_1_194.png	194
127.1	0.5	0.35	32	HORIZONTAL-U-D-2	prf/prf_1_195.png	195
127.95	0.5	0.35	31	HORIZONTAL-U-D-1	prf/prf_1_196.png	196
128.8	0.5	0.35	95	DIAGONAL-RU-LD-1	prf/prf_1_197.png	197
